id,title,released_year,runtime,genre,overview
942,25th Hour,2002,135,Drama,"Cornered by the DEA, convicted New York drug dealer Montgomery Brogan reevaluates his life in the 24 remaining hours before facing a seven-year jail term."
943,The Butterfly Effect,2004,113,"Drama, Sci-Fi, Thriller","Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal."
944,28 Days Later...,2002,113,"Drama, Horror, Sci-Fi","Four weeks after a mysterious, incurable virus spreads throughout the UK, a handful of survivors try to find sanctuary."
945,Batoru rowaiaru,2000,114,"Action, Adventure, Drama","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act."
946,The Royal Tenenbaums,2001,110,"Comedy, Drama",The eccentric members of a dysfunctional family reluctantly gather under the same roof for various reasons.
947,Y tu mam\341 tambi\351n,2001,106,Drama,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other."
948,Harry Potter and the Sorcerer's Stone,2001,152,"Adventure, Family, Fantasy","An orphaned boy enrolls in a school of wizardry, where he learns the truth about himself, his family and the terrible evil that haunts the magical world."
949,The Others,2001,101,"Horror, Mystery, Thriller",A woman who lives in her darkened old family house with her two photosensitive children becomes convinced that the home is haunted.
950,Blow,2001,124,"Biography, Crime, Drama","The story of how George Jung, along with the Medell\355n Cartel headed by Pablo Escobar, established the American cocaine market in the 1970s in the United States."
951,Enemy at the Gates,2001,131,"Drama, History, War",A Russian and a German sniper play a game of cat-and-mouse during the Battle of Stalingrad.
952,Minority Report,2002,145,"Action, Crime, Mystery","In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
953,The Hurricane,1999,146,"Biography, Drama, Sport","The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
954,American Psycho,2000,101,"Comedy, Crime, Drama","A wealthy New York City investment banking executive, Patrick Bateman, hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
955,Lola rennt,1998,81,"Crime, Drama, Thriller","After a botched money delivery, Lola has 20 minutes to come up with 100,000 Deutschmarks."
956,The Thin Red Line,1998,170,"Drama, War","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War."
957,Mulan,1998,88,"Animation, Adventure, Family","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process."
958,Fear and Loathing in Las Vegas,1998,118,"Adventure, Comedy, Drama",An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.
959,Funny Games,1997,108,"Crime, Drama, Thriller","Two violent young men take a mother, father, and son hostage in their vacation cabin and force them to play sadistic ""games"" with one another for their own amusement."
960,Dark City,1998,100,"Mystery, Sci-Fi, Thriller","A man struggles with memories of his past, which include a wife he cannot remember and a nightmarish world no one else ever seems to wake up from."
961,Sleepers,1996,147,"Crime, Drama, Thriller","After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge."
962,Lost Highway,1997,134,"Mystery, Thriller","Anonymous videotapes presage a musician's murder conviction, and a gangster's girlfriend leads a mechanic astray."
963,Sense and Sensibility,1995,136,"Drama, Romance","Rich Mr. Dashwood dies, leaving his second wife and her three daughters poor by the rules of inheritance. The two eldest daughters are the title opposites."
964,Die Hard: With a Vengeance,1995,128,"Action, Adventure, Thriller","John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building."
965,Dead Man,1995,121,"Adventure, Drama, Fantasy","On the run after murdering a man, accountant William Blake encounters a strange aboriginal American man named Nobody who prepares him for his journey into the spiritual world."
966,The Bridges of Madison County,1995,135,"Drama, Romance",Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.
967,Apollo 13,1995,140,"Adventure, Drama, History",NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
968,Trois couleurs: Blanc,1994,92,"Comedy, Drama, Romance","After his wife divorces him, a Polish immigrant plots to get even with her."
969,Falling Down,1993,113,"Action, Crime, Drama",An ordinary man frustrated with the various flaws he sees in society begins to psychotically and violently lash out against them.
970,Dazed and Confused,1993,102,Comedy,The adventures of high school and junior high students on the last day of school in May 1976.
971,My Cousin Vinny,1992,120,"Comedy, Crime","Two New Yorkers accused of murder in rural Alabama while on their way back to college call in the help of one of their cousins, a loudmouth lawyer with no trial experience."
972,Omohide poro poro,1991,118,"Animation, Drama, Romance",A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
973,Delicatessen,1991,99,"Comedy, Crime",Post-apocalyptic surrealist black comedy about the landlord of an apartment building who occasionally prepares a delicacy for his odd tenants.
974,Home Alone,1990,103,"Comedy, Family",An eight-year-old troublemaker must protect his house from a pair of burglars when he is accidentally left home alone by his family during Christmas vacation.
975,The Godfather: Part III,1990,162,"Crime, Drama","Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire."
976,When Harry Met Sally...,1989,95,"Comedy, Drama, Romance","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship."
977,The Little Mermaid,1989,83,"Animation, Family, Fantasy",A mermaid princess makes a Faustian bargain in an attempt to become human and win a prince's love.
978,The Naked Gun: From the Files of Police Squad!,1988,85,"Comedy, Crime",Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
979,"Planes, Trains & Automobiles",1987,93,"Comedy, Drama",A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.
980,Lethal Weapon,1987,109,"Action, Crime, Thriller",Two newly paired cops who are complete opposites must put aside their differences in order to catch a gang of drug smugglers.
981,Blood Simple,1984,99,"Crime, Drama, Thriller","The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered."
982,On Golden Pond,1981,109,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms."
983,Mad Max 2,1981,96,"Action, Adventure, Sci-Fi","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits."
984,The Warriors,1979,92,"Action, Crime, Thriller","In the near future, a charismatic leader summons the street gangs of New York City in a bid to take it over. When he is killed, The Warriors are falsely blamed and now must fight their way home while every other gang is hunting them down."
985,The Muppet Movie,1979,95,"Adventure, Comedy, Family","Kermit and his newfound friends trek across America to find success in Hollywood, but a frog legs merchant is after Kermit."
986,Escape from Alcatraz,1979,112,"Action, Biography, Crime","Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possible successful attempt at escaping from one of the most infamous prisons in the world."
